id_unico,año,fuente,disciplina,forma,numero_en_fuente,es_piloto,pagina_pdf,enunciado_pregunta,tiene_imagen_enunciado,imagen_enunciado,imagen_pregunta_completa,alternativa_a_texto,alternativa_a_imagen,alternativa_b_texto,alternativa_b_imagen,alternativa_c_texto,alternativa_c_imagen,alternativa_d_texto,alternativa_d_imagen,alternativa_correcta
PAES_2025_M1_Q52,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,52,False,28,"En la tabla adjunta se presentan los resultados obtenidos al consultar a un grupo de personas sobre la preferencia de estudiar una de las cuatro carreras profesionales propuestas, tal que cada persona escogió solo una carrera. Carrera profesional Frecuencia Ingeniería civil 900 Periodismo 300 Medicina 700 Enfermería 400 Si se escoge a una de estas personas al azar, ¿cuál de las siguientes expresiones permite determinar la probabilidad de que esta prefiera una carrera del área de la salud? Frecuenciamedicina+ Frecuenciaenfermería",True,assets/images/2025/PAES_2025_M1_Q52_enunciado.png,assets/images/2025/PAES_2025_M1_Q52_completa.png,Frecuenciamedicina+ Frecuenciaenfermería A) 1100 Frecuenciamedicina+ Frecuenciaenfermería,,Frecuenciamedicina+ Frecuenciaenfermería B) 2300 Frecuenciamedicina+ Frecuenciaenfermería,,Frecuenciamedicina+ Frecuenciaenfermería C) 1 - 2300 Frecuenciamedicina+ Frecuenciaenfermería,,Frecuenciamedicina+ Frecuenciaenfermería D) 1 - 1100,,B
PAES_2025_M1_Q53,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,53,True,29,"Considera las siguientes cajas con sus respectivas bolitas grises y blancas. Caja 1 Caja 2 Caja 3 Caja 4 ¿En cuál de las cajas, al extraer al azar una bolita, la probabilidad de que sea gris es mayor que 0,5 y menor que 1?",True,assets/images/2025/PAES_2025_M1_Q53_enunciado.png,assets/images/2025/PAES_2025_M1_Q53_completa.png,En la Caja 1,,En la Caja 2,,En la Caja 3,,En la Caja 4,,D
PAES_2025_M1_Q54,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,54,False,30,"En la tabla adjunta se presentan los resultados de una encuesta realizada a 50 personas sobre su fruta preferida. Fruta Cantidad de personas Uva 13 Pera 6 Manzana 12 Naranja 8 Frutilla 11 Si se elige a una de estas personas al azar, ¿cuál es la probabilidad de que la persona elegida tenga como fruta preferida la pera o la naranja? 1",True,assets/images/2025/PAES_2025_M1_Q54_enunciado.png,assets/images/2025/PAES_2025_M1_Q54_completa.png,14 7,,25 7,,24 1,,7,,B
PAES_2025_M1_Q55,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,55,True,31,"El Fondo Nacional de Salud (Fonasa) es un tipo de previsión de salud, junto con las Isapres y otras instituciones. Las personas solo pueden tener un tipo de previsión y las que tienen Fonasa se categorizan en los tramos A, B, C y D, según su nivel socioeconómico. En los gráficos adjuntos se presenta la distribución de la población de acuerdo con los tipos de previsión y la distribución de la población con Fonasa en los distintos tramos en 2021. Adaptado de: Fonasa (2022). Cuenta Pública Participativa 2022. Si se escogía al azar a una persona de la población nacional en 2021, ¿cuál es la probabilidad de que hubiera estado clasificada en el tramo A de Fonasa?",True,assets/images/2025/PAES_2025_M1_Q55_enunciado.png,assets/images/2025/PAES_2025_M1_Q55_completa.png,"0,154",,"0,2",,"0,25",,"0,97",,A
PAES_2025_M1_Q57,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,57,True,32,"Una empresa de repostería usa un diseño de bandejas desmontables de forma circular que se apilan una sobre otra para ir colocando diferentes dulces, tal como se representa en la figura adjunta. Primer piso Para determinar el diámetro de la bandeja que va ubicada en el piso k, la (k - 1 (empresa usa la expresión |1 - ÷ · p, tal que n representa la cantidad | ()÷ 2 n - 1)) de bandejas desmontables que se usarán y p es el diámetro de la bandeja del primer piso, en centímetros. La empresa tiene que preparar un diseño de cinco pisos tal que el diámetro de la bandeja del primer piso mida 40 cm. ¿Cuál será el área de la bandeja del tercer piso donde irán los dulces? 2",True,assets/images/2025/PAES_2025_M1_Q57_enunciado.png,assets/images/2025/PAES_2025_M1_Q57_completa.png,225π cm 2,,240π cm 2,,300π cm 2,,900π cm,,A
PAES_2025_M1_Q58,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,58,False,33,"En el patio de un colegio hay dibujados cuatro círculos de perímetros 12π m, 10π m, 8π m y 4π m, que se desean pintar de un color diferente para una actividad extraescolar. Se necesita conocer el área total de estos cuatro círculos para estimar la cantidad de pintura a comprar. ¿Cuál es el área que se necesita conocer? 2 2",False,,assets/images/2025/PAES_2025_M1_Q58_completa.png,17 π m 2,,81π m 2,,34π m 2,,17π m,,B
PAES_2025_M1_Q59,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,59,True,34,"Una piscina con forma de paralelepípedo recto, cuyas medidas son 8 m de ancho por 20 m de largo y una profundidad de 1,7 m, tiene agua hasta una marca ubicada 20 cm antes del borde superior. Para aplicar un producto limpiador, una persona desea conocer la cantidad de agua en la piscina. ¿Cuál es el volumen de agua contenido en la piscina? 3",False,,assets/images/2025/PAES_2025_M1_Q59_completa.png,240 m 3,,"265,2 m 3",,"269,28 m 3",,272 m,,A
PAES_2025_M1_Q60,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,60,False,35,"Una maestranza produce piezas metálicas uniendo dos cilindros sólidos de la misma altura, tal como se representa en la siguiente figura: ¿Cuál es el volumen de material que se necesita para fabricar esta pieza? 3",True,assets/images/2025/PAES_2025_M1_Q60_enunciado.png,assets/images/2025/PAES_2025_M1_Q60_completa.png,5000π cm 3,,2500π cm 3,,1250π cm 3,,560π cm,,C
PAES_2025_M1_Q61,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,61,False,36,"Considera un perfil rectangular de 6 m de largo hecho de aluminio de 4,8 mm de grosor, tal como el que se representa a continuación: ¿Por cuál de los siguientes números hay que multiplicar el largo del perfil, en mm, para obtener la cantidad de aluminio necesaria para confeccionar uno de 3 estos perfiles, en mm?",True,assets/images/2025/PAES_2025_M1_Q61_enunciado.png,assets/images/2025/PAES_2025_M1_Q61_completa.png,"101,6 · 50,8 - 101,6 - 4,8 50,8 - 4,8",,"101,6 · 50,8 - 101,6 - 4,8 50,8 - 2 · 4,8",,"101,6 · 50,8 - 101,6 - 2 · 4,8 50,8 - 4,8",,"101,6 · 50,8 - 101,6 - 2 · 4,8 50,8 - 2 · 4,8",,D
PAES_2025_M1_Q62,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,62,False,37,En la siguiente imagen se representa una figura sobre una hoja de papel cuadriculado con dos posiciones marcadas: ¿Cuál de los siguientes movimientos se le debe aplicar a la figura en la posición 1 para que quede en la posición 2?,True,assets/images/2025/PAES_2025_M1_Q62_enunciado.png,assets/images/2025/PAES_2025_M1_Q62_completa.png,Trasladar la figura cuatro unidades a la izquierda y cuatro unidades hacia abajo.,,Trasladar la figura cuatro unidades a la izquierda y cinco unidades hacia abajo.,,Trasladar la figura tres unidades a la izquierda y tres unidades hacia abajo.,,Trasladar la figura cinco unidades a la izquierda y cuatro unidades hacia abajo.,,B
PAES_2025_M1_Q63,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,63,False,38,Considera el siguiente dibujo de un velero en el agua: ¿En cuál de las siguientes opciones se representa el velero y su traslación en el agua?,True,assets/images/2025/PAES_2025_M1_Q63_enunciado.png,assets/images/2025/PAES_2025_M1_Q63_completa.png,,assets/images/2025/PAES_2025_M1_Q63_alt_a.png,,assets/images/2025/PAES_2025_M1_Q63_alt_b.png,,assets/images/2025/PAES_2025_M1_Q63_alt_c.png,,assets/images/2025/PAES_2025_M1_Q63_alt_d.png,C
PAES_2025_M1_Q64,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,64,False,39,"En el siguiente tablero de ajedrez, el rey se ubica inicialmente en la casilla e2. El rey puede moverse en cualquier dirección y sentido, una casilla a la vez. Cada uno de estos movimientos se puede representar con una flecha que indica la dirección del movimiento con respecto al tablero anterior, por ejemplo, a la flecha le corresponde el siguiente movimiento: ¿Cuál de las siguientes series de movimientos permite que la pieza quede ubicada en la casilla c7, partiendo de e2?",True,assets/images/2025/PAES_2025_M1_Q64_enunciado.png,assets/images/2025/PAES_2025_M1_Q64_completa.png,,assets/images/2025/PAES_2025_M1_Q64_alt_a.png,,assets/images/2025/PAES_2025_M1_Q64_alt_b.png,,assets/images/2025/PAES_2025_M1_Q64_alt_c.png,,assets/images/2025/PAES_2025_M1_Q64_alt_d.png,C
PAES_2025_M1_Q65,2025,PAES Regular 2025 (Admisión 2025),Matemática 1 (M1),113,65,False,40,"En la figura adjunta, el punto B es el simétrico del punto A con respecto a la recta L, el punto D es el simétrico del punto C con respecto a la recta L y CDB = 50°. ¿Cuánto mide uno de los ángulos formados por las rectas DB y CA?",True,assets/images/2025/PAES_2025_M1_Q65_enunciado.png,assets/images/2025/PAES_2025_M1_Q65_completa.png,40°,,45°,,50°,,80°,,D
PAES_2026_M1_Q01,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,1,False,3,"En un juego hay dos tipos de cartas, unas tienen una estrella y las otras tienen un corazón, todas con un número. El puntaje de cada jugador se calcula de la siguiente forma: • Primero se extrae una carta al azar (carta inicial) y su valor se considera como puntaje inicial. • Luego, se extrae otra carta: ◦ si esta tiene una estrella, le debe restar el valor de la carta a su puntaje; ◦ si esta tiene un corazón, le debe sumar el valor de la carta a su puntaje. • El puntaje final se obtiene al repetir el procedimiento anterior, hasta tener diez cartas. Un jugador extrae las siguientes cartas, en este orden: ¿Cuál es el puntaje final del jugador?",True,assets/images/2026/PAES_2026_M1_Q01_enunciado.png,assets/images/2026/PAES_2026_M1_Q01_completa.png,-14,,-4,,3,,11,,B
PAES_2026_M1_Q02,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,2,False,4,"Para preparar una receta, una persona necesita 700g de carne picada, 1kg de champiñones y 2 cebollas. Para comprar los ingredientes la persona considera los siguientes precios: 100g de carne picada $900 0,5kg de champiñón $3500 1 cebolla $200 ¿Cuánto dinero necesita la persona para comprar los ingredientes para esta receta?",False,,assets/images/2026/PAES_2026_M1_Q02_completa.png,$4600,,$8100,,$10000,,$13700,,D
PAES_2026_M1_Q03,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,3,False,5,"Un auto recorre 5 km para ir de la ciudad A a la ciudad B y recorre 25 km para ir de la ciudad B a la ciudad C. Si este auto rinde 10 kilómetros por litro, es decir, recorre 10km con 1 litro de bencina, ¿cuál es la cantidad de litros de bencina que se necesitan para hacer el recorrido de la ciudad A hasta la ciudad C de ida y vuelta, pasando ambas veces por la ciudad B?",False,,assets/images/2026/PAES_2026_M1_Q03_completa.png,2,,3,,4,,6,,D
PAES_2026_M1_Q04,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,4,False,5,"¿Cuál es el número cuya tercera parte es 0,09?",False,,assets/images/2026/PAES_2026_M1_Q04_completa.png,"2,7",,"0,3",,"0,27",,"0,03",,C
PAES_2026_M1_Q05,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,5,False,6,"Para resolver la expresión -(cid:18)4 · - 8 (cid:19) + (cid:18) 2 + 2 - 4 (cid:19), una persona 6 12 30 60 10 realiza el siguiente procedimiento, cometiendo un error. Paso 1: simplifica una vez por 2 cada fracción de la expresión, obteniendo (cid:18) (cid:19) (cid:18) (cid:19) 2 4 1 1 2 - · - + + -. 3 6 15 30 5 (cid:18) (cid:19) 2 4 Paso 2: desarrolla el primer paréntesis - · -, obteniendo 1. 3 6 (cid:18) (cid:19) 1 1 2 3 Paso 3: desarrolla el segundo paréntesis + -, obteniendo -. 15 30 5 10 3 7 Paso 4: desarrolla 1 -, obteniendo. 10 10 ¿En cuál de los pasos la persona cometió el error?",False,,assets/images/2026/PAES_2026_M1_Q05_completa.png,En el Paso 1,,En el Paso 2,,En el Paso 3,,En el Paso 4,,B
PAES_2026_M1_Q11,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,11,False,7,"La escalera de un edificio tiene 20 peldaños entre piso y piso. La altura de cada uno de estos peldaños es de 15cm. Unapersonaempiezaasubirporlaescaleradeesteedificio,desdeelprimerpeldaño del primer piso. Si n es la cantidad de peldaños que la persona ha subido, ¿cuál de las siguientes condiciones garantiza que la persona llegó a un nuevo piso?",False,,assets/images/2026/PAES_2026_M1_Q11_completa.png,Que 15 · n es divisible por 20.,,Que 15 + n es divisible por 20.,,Que 15 · n es divisible por 300.,,Que 15 + n es divisible por 300.,,C
PAES_2026_M1_Q13,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,13,False,8,"Algunas calculadoras tienen botones que permiten marcar dos ceros o tres ceros a la vez, tal como la que se representa en la imagen adjunta. De esta manera, para marcar el número 1000, basta con presionar los siguientes botones una vez cada uno: ¿Cuál de las siguientes acciones permite marcar el número 1010?",True,assets/images/2026/PAES_2026_M1_Q13_enunciado.png,assets/images/2026/PAES_2026_M1_Q13_completa.png,Presionar una vez y siete veces.,assets/images/2026/PAES_2026_M1_Q13_alt_a.png,Presionar una vez y ocho veces.,assets/images/2026/PAES_2026_M1_Q13_alt_b.png,"Presionar una vez, dos veces y dos veces.",assets/images/2026/PAES_2026_M1_Q13_alt_c.png,"Presionar una vez, tres veces y una vez.",assets/images/2026/PAES_2026_M1_Q13_alt_d.png,C
PAES_2026_M1_Q14,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,14,False,9,"Una persona realiza el siguiente procedimiento para factorizar 12 + 20, cometiendo un error. Paso 1: escribe cada sumando como el producto de dos números, obteniendo 4 · 3 + 4 · 5. Paso 2: descompone cada factor en números primos, obteniendo 2·2·3+2·2·5. Paso 3: escribe las potencias correspondientes, obteniendo 22 · 3 + 22 · 5. Paso 4: factoriza la suma, obteniendo 24(3 + 5). ¿En cuál de los pasos la persona cometió el error?",False,,assets/images/2026/PAES_2026_M1_Q14_completa.png,En el Paso 1,,En el Paso 2,,En el Paso 3,,En el Paso 4,,D
PAES_2026_M1_Q15,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,15,False,10,"Leonardo juega el siguiente juego: Se elige un número y luego se extraen dos tarjetas con operaciones: la primera de un mazo de color blanco y la segunda de un mazo de color gris. La operación de la tarjeta blanca se aplica sobre el número elegido y la operación de la tarjeta gris sobre el resultado obtenido. Leonardo extrae las siguientes tarjetas: Si eligió el número 2, ¿cuál de las siguientes expresiones corresponde a la correcta aplicación de las instrucciones de las tarjetas en el orden en que las sacó?",True,assets/images/2026/PAES_2026_M1_Q15_enunciado.png,assets/images/2026/PAES_2026_M1_Q15_completa.png,(2 - 5)3,,3 · (2 - 5),,3 · (5 - 2),,(5 - 2)3,,A
PAES_2026_M1_Q18,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,18,False,11,"Si p es el 25% de k, ¿cuál de las siguientes expresiones representa el valor de k? 1 · p",False,,assets/images/2026/PAES_2026_M1_Q18_completa.png,25 1 · p,,75 100 · p,,75 100 · p,,25,,D
PAES_2026_M1_Q19,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,19,False,11,¿Cuánto es el 75% del 75% de 100?,False,,assets/images/2026/PAES_2026_M1_Q19_completa.png,5625,,150,,"56,25",,"1,5",,C
PAES_2026_M1_Q22,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,22,False,12,"Se estimó que en el 2022 la cantidad de personas que les gustaba jugar videojuegos era de 3000 millones. Si en el 2023 la cantidad de personas que les gustaba jugar videojuegos aumentó en 120 millones respecto al año anterior, ¿cuál es el porcentaje de aumento de ese año, respecto del año anterior?",False,,assets/images/2026/PAES_2026_M1_Q22_completa.png,"2,5%",,4%,,25%,,40%,,B
PAES_2026_M1_Q23,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,23,False,13,En el siguiente gráfico se presenta la electricidad total generada por diferentes tecnologías en Chile durante 2021. GeneradorasdeChile(2022).Cifrasdestacadasdelsectorgeneraciónen2021. ¿Cuál de las siguientes expresiones corresponde a la electricidad total generada durante 2020? 80155,True,assets/images/2026/PAES_2026_M1_Q23_enunciado.png,assets/images/2026/PAES_2026_M1_Q23_completa.png,"80155 GWh 104,5 80155 · 100",,"80155 · 100 GWh 104,5 80155 · 104,5",,"80155 · 104,5 GWh 100 80155",,"80155 GWh 104,5 · 100",,B
PAES_2026_M1_Q24,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,24,True,14,"Una tienda vendía un producto a $25000. Como no se vendía lo suficiente, la tienda rebajó su precio un 20%. Sin embargo, el precio rebajado no aumentó lo suficiente las ventas, por lo que rebajaron un 25% el precio ya rebajado. ¿Cuál de las siguientes expresiones representa el precio del producto luego de los dos descuentos, en pesos?",False,,assets/images/2026/PAES_2026_M1_Q24_completa.png,"0,2 · 0,25 · 25000",,"(0,2 + 0,25) · 25000",,"0,8 · 0,75 · 25000",,"(0,8 + 0,75) · 25000",,C
PAES_2026_M1_Q25,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,25,False,14,"El sueldo líquido mensual de una persona es de $M. Todos los meses, gasta las tres quintas partes y el resto lo ahorra. Si el sueldo líquido de la persona se mantiene fijo durante doce meses, ¿cuál de las siguientes expresiones representa el ahorro, en pesos, de la persona en ese periodo de tiempo? 2",False,,assets/images/2026/PAES_2026_M1_Q25_completa.png,2M 5 24,,24M 5 36,,36M 5 57,,57M 5,,B
PAES_2026_M1_Q26,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,26,False,15,"El ingreso y la ganancia de una empresa, ambos en pesos, se modelan con respecto a la cantidad de artículos producidos (x) de la siguiente manera: • Ingreso: I(x) = 1000x + 600000 • Ganancia:G(x) = 750x + 450000 Considera que la ganancia al producir x artículos se puede calcular como G(x) = I(x) - C(x), tal que C es la función de costo. ¿Cuál es la función costo de la empresa?",False,,assets/images/2026/PAES_2026_M1_Q26_completa.png,C(x) = 250x + 150000,,C(x) = 250x - 150000,,C(x) = 1750x - 1050000,,C(x) = 1750x + 1050000,,A
PAES_2026_M1_Q27,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,27,True,15,Una pista de baile de forma rectangular tiene dimensiones de (3x + 4) metros de largo y (2x - 9) metros de ancho. Se cuenta con (20x + 20) metros de una cinta luminosa para demarcar el borde de la pista de baile. ¿Cuántos metros de cinta luminosa sobran luego de demarcar el borde de la pista?,False,,assets/images/2026/PAES_2026_M1_Q27_completa.png,(10x + 30) metros,,(10x + 10) metros,,(15x + 15) metros,,(15x + 25) metros,,A
PAES_2026_M1_Q28,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,28,False,16,"Una persona descubrió que para lograr el color que le gusta para el glaseado de galletas, debe mezclar gotas del colorante rojo con gotas del colorante amarillo en la razón 3: 5, respectivamente. Si la persona usa 30 gotas de colorante amarillo para preparar el glaseado que le gusta,¿cuántasgotasdecolorrojodeberáagregarparaobtenerelcolorquelegusta?",False,,assets/images/2026/PAES_2026_M1_Q28_completa.png,18,,28,,30,,32,,A
PAES_2026_M1_Q30,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,30,False,17,"Para cierta marca de alimentos, la cantidad p de kilogramos de comida que debe comer un perro adulto, durante el día, se modela mediante la expresión p = m · 0,025, tal que m es la masa del perro, en kilogramos. ¿Cómo se puede interpretar 0,025 en el modelo anterior?",False,,assets/images/2026/PAES_2026_M1_Q30_completa.png,Que el perro adulto debe consumir 25 gramos de alimento por cada kilogramo de su masa.,,Que el perro adulto debe consumir 250 gramos de alimento por cada kilogramo de su masa.,,Que la masa de un perro adulto es 25 veces la cantidad de alimento que debe consumir.,,Que la masa de un perro adulto es 250 veces la cantidad de alimento que debe consumir.,,A
PAES_2026_M1_Q31,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,31,False,17,"En la información nutricional de un paquete de galletas se indica que una porción de 4 galletas contiene 180 kilocalorías. Para calcular cuántas kilocalorías K se ingieren al consumir este tipo de galletas se 180x puedeutilizarlafórmulaK =,talquexeslacantidaddegalletasconsumidas. 4 Una persona consumió una cantidad de galletas de este tipo junto a un vaso de jugo que contiene 90 kilocalorías, ingiriendo en total 405 kilocalorías. ¿Cuántas galletas consumió esta persona?",False,,assets/images/2026/PAES_2026_M1_Q31_completa.png,2,,7,,9,,11,,B
PAES_2026_M1_Q32,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,32,False,18,"Daniela, con el dinero que tiene, compra en un bazar 7 lápices pasta del mismo tipo y le sobran $900. En el mismo bazar, Marcos, con el dinero que tiene, compra 6 lápices pasta del mismo tipo que Daniela y le sobran $2330. Si Daniela y Marcos tienen la misma cantidad de dinero, ¿cuál es el precio de un lápiz pasta del mismo tipo?",False,,assets/images/2026/PAES_2026_M1_Q32_completa.png,$110,,$248,,$1430,,$3230,,C
PAES_2026_M1_Q33,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,33,False,18,"En una ciudad se registró la cantidad de nacimientos desde el año 2019 al año 2021. Al relacionar estas cantidades con la cantidad x (en miles) de nacimientos del año 2018, se encontraron las siguientes relaciones: Año Cantidad de nacimientos (en miles) 2019 5x + 4 2020 3x + 5 2021 2 - x Si en esta ciudad, durante el año 2019 hubo una cantidad menor de nacimientos que la suma de los años 2020 y 2021, ¿cuál de las siguientes relaciones representa la información entregada?",False,,assets/images/2026/PAES_2026_M1_Q33_completa.png,5x + 4 < 2x + 7,,5x + 4 < 4x + 7,,5x + 4 > 2x + 7,,5x + 4 > 4x + 7,,A
PAES_2026_M1_Q34,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,34,False,19,"Dosjóvenesquiereniniciarunemprendimientodefabricaciónyventadehelados.Las proyeccionesdelosgastosydelosingresos,ambosacumulados,quedeberíantener en los primeros 12 meses, se presentan en el siguiente gráfico: ¿Qué representa el punto donde las rectas se intersecan?",True,assets/images/2026/PAES_2026_M1_Q34_enunciado.png,assets/images/2026/PAES_2026_M1_Q34_completa.png,Es el mes donde se obtiene la mayor cantidad de ingresos acumulados.,,Es el mes donde los ingresos acumulados igualan a los gastos acumulados.,,Es el mes desde cuando el emprendimiento no tendrá más gastos acumulados.,,Es el mes donde los ingresos acumulados son iguales a los gastos iniciales del emprendimiento.,,B
PAES_2026_M1_Q35,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,35,False,20,"Una persona gasta $13500 en la compra de 8kg de fruta entre manzanas y peras, pagando $1500 por el kilogramo de manzanas y $1800 por el kilogramo de peras. El siguiente sistema de ecuaciones modela la situación anterior: 1500x + 1800y = 13500 x + y = 8 ¿Qué representa la variable x en este sistema?",False,,assets/images/2026/PAES_2026_M1_Q35_completa.png,La cantidad de peras compradas,,La cantidad de manzanas compradas,,La cantidad de kilogramos de peras compradas,,La cantidad de kilogramos de manzanas compradas,,D
PAES_2026_M1_Q40,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,40,False,21,"Un estanque contiene 720 litros de agua y, cada vez que se abre la llave, este se vacía a razón de 3 litros por minuto. ¿Cuál de las siguientes funciones modela la cantidad de agua que queda en el estanque por cada minuto que la llave se encuentra abierta, tal que x son los minutos transcurridos desde que se abre la llave?",False,,assets/images/2026/PAES_2026_M1_Q40_completa.png,f(x) = -3x + 720,,g(x) = 3x - 720 x - 720,,p(x) = x - 720 3 -x + 720,,h(x) = -x + 720 3,,A
PAES_2026_M1_Q41,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,41,False,21,Una persona dispone de un terreno de forma rectangular. Se sabe que el terreno tiene un área de 192m2 y que su ancho mide 4m menos que su largo. ¿Cuánto mide el largo del terreno?,False,,assets/images/2026/PAES_2026_M1_Q41_completa.png,12m,,16m,,20m,,24m,,B
PAES_2026_M1_Q42,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,42,True,22,Considera la función cuadrática f con dominio el conjunto de los números reales. En la siguiente figura se representa la gráfica de f con su eje de simetría. Y 7 1 5 X ¿Para cuál de los siguientes valores de x se tiene que f(x) = 7?,True,assets/images/2026/PAES_2026_M1_Q42_enunciado.png,assets/images/2026/PAES_2026_M1_Q42_completa.png,4,,-3,,-4,,-5,,B
PAES_2026_M1_Q43,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,43,True,22,"La distancia d, en metros, que recorre un móvil que parte del reposo está dada t2 por d(t) = a ·, tal que t es el tiempo que demora en recorrer esa distancia, en 2 m segundos, y a es la aceleración del móvil, en. s2 m Si el móvil acelera a 10, ¿cuántos segundos tardará en recorrer una distancia de s2 45 metros?",False,,assets/images/2026/PAES_2026_M1_Q43_completa.png,3,,"4,5 √",,√45,,9,,A
PAES_2026_M1_Q45,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,45,False,23,"En la figura adjunta se representa un trapecio rectángulo de área 0,76m2. ¿Cuál es la medida de su altura?",True,assets/images/2026/PAES_2026_M1_Q45_enunciado.png,assets/images/2026/PAES_2026_M1_Q45_completa.png,"1,444m",,"0,80m",,"0,722m",,"0,40m",,B
PAES_2026_M1_Q47,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,47,False,24,En la siguiente imagen se presenta una red de un cubo. Se construye el siguiente cuerpo usando algunos cubos como el anterior. ¿Cuántos cubos se utilizaron en total para construir el cuerpo anterior?,True,assets/images/2026/PAES_2026_M1_Q47_enunciado.png,assets/images/2026/PAES_2026_M1_Q47_completa.png,6,,7,,8,,9,,B
PAES_2026_M1_Q48,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,48,False,25,"Una empresa fabrica y vende cajas cúbicas de madera fina para almacenar joyas. El precio de venta de las cajas se determina como $800 · k, tal que se cobra $800 por cada cm2 del área exterior de las cajas. Considera que el área de una cara exterior de estas cajas es de 25cm2. ¿Cuál de las siguientes expresiones representa k?",False,,assets/images/2026/PAES_2026_M1_Q48_completa.png,6 · 52,,6 · 54,,6 · 56,,6 · 512,,A
PAES_2026_M1_Q49,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,49,False,26,Considera el siguiente procedimiento: ¿Cuál de las siguientes figuras se obtendrá al desdoblarse y estirarse el recorte?,True,assets/images/2026/PAES_2026_M1_Q49_enunciado.png,assets/images/2026/PAES_2026_M1_Q49_completa.png,,assets/images/2026/PAES_2026_M1_Q49_alt_a.png,,assets/images/2026/PAES_2026_M1_Q49_alt_b.png,,assets/images/2026/PAES_2026_M1_Q49_alt_c.png,,assets/images/2026/PAES_2026_M1_Q49_alt_d.png,B
PAES_2026_M1_Q50,2026,PAES Regular 2026 (Admisión 2026),Matemática 1 (M1),113,50,False,27,En el plano cartesiano de la figura adjunta se representan los puntos cardinales. ¿En cuál de las siguientes opciones las transformaciones isométricas aplicadas a la flecha negra permite que la imagen obtenida sea una flecha que apunta al oeste?,True,assets/images/2026/PAES_2026_M1_Q50_enunciado.png,assets/images/2026/PAES_2026_M1_Q50_completa.png,"Una reflexión con respecto al eje X y luego, una reflexión con respecto a la recta y = x.",,"Una reflexión con respecto al origen del plano cartesiano y luego, una rotación en 45◦ en sentido horario con centro el origen del plano cartesiano.",,Una reflexión con respecto al eje Y.,,"Una traslación según el vector (-3, -3).",,B
